_id,MonthEnding,HBT,HBTQF,PatientType,WaitType,Specialty,SpecialtyQF,Waits,WaitsQF,WaitsOver12Weeks,WaitsOver12WeeksQF,WaitsOver52Weeks,WaitsOver52WeeksQF,WaitsOver78Weeks,WaitsOver78WeeksQF,WaitsOver104Weeks,WaitsOver104WeeksQF,Median,MedianQF,90thPercentile,90thPercentileQF
37363,20231130,S08000024,,Inpatient/Day case,Ongoing,F2,,2110,,1539,,662,,169,,14,,233.5,,526,
37364,20241130,S08000024,,Inpatient/Day case,Ongoing,F2,,1684,,1233,,587,,152,,12,,249,,530,
37365,20251130,S08000024,,Inpatient/Day case,Ongoing,F2,,1462,,939,,263,,67,,11,,150,,464.6,
37366,20240131,S08000024,,Inpatient/Day case,Ongoing,F2,,2106,,1612,,729,,258,,4,,259,,555,
37367,20250131,S08000024,,Inpatient/Day case,Ongoing,F2,,1696,,1210,,543,,165,,5,,234.5,,542,
37368,20240331,S08000024,,Inpatient/Day case,Ongoing,F2,,1985,,1523,,668,,180,,4,,257,,540.4,
37369,20250331,S08000024,,Inpatient/Day case,Ongoing,F2,,1605,,1167,,535,,164,,7,,236,,550,
37370,20240531,S08000024,,Inpatient/Day case,Ongoing,F2,,1865,,1414,,603,,151,,3,,242,,524.2,
37371,20250531,S08000024,,Inpatient/Day case,Ongoing,F2,,1555,,1103,,467,,164,,7,,212,,551,
37372,20240731,S08000024,,Inpatient/Day case,Ongoing,F2,,1802,,1374,,602,,159,,5,,257,,538,
37373,20250731,S08000024,,Inpatient/Day case,Ongoing,F2,,1522,,999,,361,,91,,8,,175,,498.9,
37374,20240831,S08000024,,Inpatient/Day case,Ongoing,F2,,1757,,1375,,604,,184,,13,,277,,549,
37375,20250831,S08000024,,Inpatient/Day case,Ongoing,F2,,1475,,950,,314,,72,,11,,158,,486.6,
37376,20241031,S08000024,,Inpatient/Day case,Ongoing,F2,,1713,,1295,,578,,157,,13,,253,,538,
37377,20251031,S08000024,,Inpatient/Day case,Ongoing,F2,,1477,,949,,270,,65,,10,,149,,470,
37378,20231231,S08000024,,Inpatient/Day case,Ongoing,F2,,2083,,1598,,688,,207,,13,,251,,544,
37379,20241231,S08000024,,Inpatient/Day case,Ongoing,F2,,1679,,1230,,541,,151,,8,,245,,539,
37380,20250228,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37381,20240229,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37382,20240430,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37383,20250430,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37384,20240630,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37385,20250630,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37386,20240930,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37387,20250930,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37388,20231130,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37389,20241130,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37390,20251130,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37391,20240131,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37392,20250131,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37393,20240331,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37394,20250331,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37395,20240531,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37396,20250531,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37397,20240731,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37398,20250731,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37399,20240831,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37400,20250831,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37401,20241031,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37402,20251031,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37403,20231231,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37404,20241231,S08000024,,Inpatient/Day case,Ongoing,G1,,,:u,,:u,,:u,,:u,,:u,,:u,,:u
37405,20250228,S08000024,,Inpatient/Day case,Ongoing,H1,,30,,2,,0,,0,,0,,28.5,,64,
37406,20240229,S08000024,,Inpatient/Day case,Ongoing,H1,,10,,0,,0,,0,,0,,,:,,:
37407,20240430,S08000024,,Inpatient/Day case,Ongoing,H1,,23,,0,,0,,0,,0,,15,,35,
37408,20250430,S08000024,,Inpatient/Day case,Ongoing,H1,,30,,7,,1,,0,,0,,30,,90.7,
37409,20240630,S08000024,,Inpatient/Day case,Ongoing,H1,,28,,1,,0,,0,,0,,27,,53.4,
37410,20250630,S08000024,,Inpatient/Day case,Ongoing,H1,,32,,5,,1,,0,,0,,19.5,,149,
37411,20240930,S08000024,,Inpatient/Day case,Ongoing,H1,,25,,2,,0,,0,,0,,7,,55.4,
37412,20250930,S08000024,,Inpatient/Day case,Ongoing,H1,,50,,5,,1,,1,,0,,22,,68.7,
37413,20231130,S08000024,,Inpatient/Day case,Ongoing,H1,,11,,0,,0,,0,,0,,,:,,:
37414,20241130,S08000024,,Inpatient/Day case,Ongoing,H1,,27,,2,,0,,0,,0,,40,,66.8,
37415,20251130,S08000024,,Inpatient/Day case,Ongoing,H1,,33,,6,,1,,1,,0,,34,,158.6,
37416,20240131,S08000024,,Inpatient/Day case,Ongoing,H1,,14,,0,,0,,0,,0,,,:,,:
37417,20250131,S08000024,,Inpatient/Day case,Ongoing,H1,,37,,4,,0,,0,,0,,35,,92.8,
37418,20240331,S08000024,,Inpatient/Day case,Ongoing,H1,,13,,0,,0,,0,,0,,,:,,:
37419,20250331,S08000024,,Inpatient/Day case,Ongoing,H1,,34,,2,,1,,0,,0,,32,,66,
37420,20240531,S08000024,,Inpatient/Day case,Ongoing,H1,,21,,0,,0,,0,,0,,32,,66,
37421,20250531,S08000024,,Inpatient/Day case,Ongoing,H1,,24,,6,,1,,0,,0,,34.5,,125.9,
37422,20240731,S08000024,,Inpatient/Day case,Ongoing,H1,,22,,1,,0,,0,,0,,37,,62.9,
37423,20250731,S08000024,,Inpatient/Day case,Ongoing,H1,,39,,4,,1,,0,,0,,31,,95,
37424,20240831,S08000024,,Inpatient/Day case,Ongoing,H1,,17,,1,,0,,0,,0,,,:,,:
37425,20250831,S08000024,,Inpatient/Day case,Ongoing,H1,,43,,6,,1,,0,,0,,24,,105,
37426,20241031,S08000024,,Inpatient/Day case,Ongoing,H1,,28,,3,,0,,0,,0,,31,,71.3,
37427,20251031,S08000024,,Inpatient/Day case,Ongoing,H1,,44,,5,,1,,1,,0,,32,,88.7,
37428,20231231,S08000024,,Inpatient/Day case,Ongoing,H1,,19,,0,,0,,0,,0,,,:,,:
37429,20241231,S08000024,,Inpatient/Day case,Ongoing,H1,,24,,3,,0,,0,,0,,37.5,,90.8,
37430,20250228,S08000024,,Inpatient/Day case,Ongoing,H2,,33,,1,,0,,0,,0,,8,,23.8,
37431,20240229,S08000024,,Inpatient/Day case,Ongoing,H2,,32,,4,,0,,0,,0,,15.5,,89.6,
37432,20240430,S08000024,,Inpatient/Day case,Ongoing,H2,,40,,1,,0,,0,,0,,13,,51.2,
37433,20250430,S08000024,,Inpatient/Day case,Ongoing,H2,,50,,2,,0,,0,,0,,17.5,,51.3,
37434,20240630,S08000024,,Inpatient/Day case,Ongoing,H2,,43,,1,,0,,0,,0,,11,,44,
37435,20250630,S08000024,,Inpatient/Day case,Ongoing,H2,,41,,5,,0,,0,,0,,14,,87,
37436,20240930,S08000024,,Inpatient/Day case,Ongoing,H2,,47,,0,,0,,0,,0,,12,,34.4,
37437,20250930,S08000024,,Inpatient/Day case,Ongoing,H2,,52,,5,,0,,0,,0,,18.5,,82.4,
37438,20231130,S08000024,,Inpatient/Day case,Ongoing,H2,,43,,4,,0,,0,,0,,14,,64.4,
37439,20241130,S08000024,,Inpatient/Day case,Ongoing,H2,,32,,1,,0,,0,,0,,10,,32.7,
37440,20251130,S08000024,,Inpatient/Day case,Ongoing,H2,,49,,8,,0,,0,,0,,18,,143.6,
37441,20240131,S08000024,,Inpatient/Day case,Ongoing,H2,,30,,1,,0,,0,,0,,15.5,,69,
37442,20250131,S08000024,,Inpatient/Day case,Ongoing,H2,,29,,1,,0,,0,,0,,8,,60,
37443,20240331,S08000024,,Inpatient/Day case,Ongoing,H2,,43,,2,,0,,0,,0,,10,,41,
37444,20250331,S08000024,,Inpatient/Day case,Ongoing,H2,,33,,2,,0,,0,,0,,12,,45.4,
37445,20240531,S08000024,,Inpatient/Day case,Ongoing,H2,,39,,2,,0,,0,,0,,14,,53.2,
37446,20250531,S08000024,,Inpatient/Day case,Ongoing,H2,,52,,3,,0,,0,,0,,23,,65.8,
37447,20240731,S08000024,,Inpatient/Day case,Ongoing,H2,,45,,1,,0,,0,,0,,13,,38.8,
37448,20250731,S08000024,,Inpatient/Day case,Ongoing,H2,,41,,6,,0,,0,,0,,17,,91,
37449,20240831,S08000024,,Inpatient/Day case,Ongoing,H2,,36,,2,,0,,0,,0,,13.5,,50,
37450,20250831,S08000024,,Inpatient/Day case,Ongoing,H2,,37,,4,,0,,0,,0,,20,,79.8,
37451,20241031,S08000024,,Inpatient/Day case,Ongoing,H2,,45,,0,,0,,0,,0,,14,,38.8,
37452,20251031,S08000024,,Inpatient/Day case,Ongoing,H2,,47,,7,,0,,0,,0,,22,,119.2,
37453,20231231,S08000024,,Inpatient/Day case,Ongoing,H2,,42,,2,,0,,0,,0,,13,,44.9,
37454,20241231,S08000024,,Inpatient/Day case,Ongoing,H2,,39,,1,,0,,0,,0,,18,,42,
37455,20250228,S08000024,,Inpatient/Day case,Ongoing,J4,,46,,1,,0,,0,,0,,10,,43.5,
37456,20240229,S08000024,,Inpatient/Day case,Ongoing,J4,,19,,1,,0,,0,,0,,,:,,:
37457,20240430,S08000024,,Inpatient/Day case,Ongoing,J4,,18,,2,,0,,0,,0,,,:,,:
37458,20250430,S08000024,,Inpatient/Day case,Ongoing,J4,,30,,4,,1,,0,,0,,7,,97.2,
37459,20240630,S08000024,,Inpatient/Day case,Ongoing,J4,,30,,2,,0,,0,,0,,6,,27.9,
37460,20250630,S08000024,,Inpatient/Day case,Ongoing,J4,,40,,5,,0,,0,,0,,26,,108.8,
37461,20240930,S08000024,,Inpatient/Day case,Ongoing,J4,,45,,2,,0,,0,,0,,11,,40.4,
37462,20250930,S08000024,,Inpatient/Day case,Ongoing,J4,,21,,0,,0,,0,,0,,8,,47,
37463,20231130,S08000024,,Inpatient/Day case,Ongoing,J4,,14,,0,,0,,0,,0,,,:,,:
37464,20241130,S08000024,,Inpatient/Day case,Ongoing,J4,,62,,2,,0,,0,,0,,12,,51.2,
37465,20251130,S08000024,,Inpatient/Day case,Ongoing,J4,,17,,0,,0,,0,,0,,,:,,:
37466,20240131,S08000024,,Inpatient/Day case,Ongoing,J4,,23,,0,,0,,0,,0,,8,,39,
37467,20250131,S08000024,,Inpatient/Day case,Ongoing,J4,,36,,2,,0,,0,,0,,9,,40.5,
37468,20240331,S08000024,,Inpatient/Day case,Ongoing,J4,,28,,2,,0,,0,,0,,6,,36.3,
37469,20250331,S08000024,,Inpatient/Day case,Ongoing,J4,,36,,3,,1,,0,,0,,18.5,,76.5,
37470,20240531,S08000024,,Inpatient/Day case,Ongoing,J4,,31,,3,,0,,0,,0,,2,,30,
37471,20250531,S08000024,,Inpatient/Day case,Ongoing,J4,,33,,4,,0,,0,,0,,10,,84.4,
37472,20240731,S08000024,,Inpatient/Day case,Ongoing,J4,,31,,2,,0,,0,,0,,9,,33,
37473,20250731,S08000024,,Inpatient/Day case,Ongoing,J4,,28,,6,,0,,0,,0,,15.5,,148.8,
37474,20240831,S08000024,,Inpatient/Day case,Ongoing,J4,,33,,2,,0,,0,,0,,8,,50.8,
37475,20250831,S08000024,,Inpatient/Day case,Ongoing,J4,,34,,1,,0,,0,,0,,13,,20,
37476,20241031,S08000024,,Inpatient/Day case,Ongoing,J4,,57,,1,,0,,0,,0,,8,,34,
37477,20251031,S08000024,,Inpatient/Day case,Ongoing,J4,,26,,0,,0,,0,,0,,10.5,,23,
37478,20231231,S08000024,,Inpatient/Day case,Ongoing,J4,,23,,0,,0,,0,,0,,4,,24.6,
37479,20241231,S08000024,,Inpatient/Day case,Ongoing,J4,,55,,1,,0,,0,,0,,11,,33.6,
37480,20250228,S08000025,,Inpatient/Day case,Ongoing,A1,,8,,1,,0,,0,,0,,,:,,:
37481,20240229,S08000025,,Inpatient/Day case,Ongoing,A1,,3,,0,,0,,0,,0,,,:,,:
37482,20240430,S08000025,,Inpatient/Day case,Ongoing,A1,,5,,0,,0,,0,,0,,,:,,:
37483,20250430,S08000025,,Inpatient/Day case,Ongoing,A1,,6,,0,,0,,0,,0,,,:,,:
37484,20240630,S08000025,,Inpatient/Day case,Ongoing,A1,,6,,0,,0,,0,,0,,,:,,:
37485,20250630,S08000025,,Inpatient/Day case,Ongoing,A1,,3,,0,,0,,0,,0,,,:,,:
37486,20240930,S08000025,,Inpatient/Day case,Ongoing,A1,,7,,1,,0,,0,,0,,,:,,:
37487,20250930,S08000025,,Inpatient/Day case,Ongoing,A1,,5,,0,,0,,0,,0,,,:,,:
37488,20231130,S08000025,,Inpatient/Day case,Ongoing,A1,,7,,0,,0,,0,,0,,,:,,:
37489,20241130,S08000025,,Inpatient/Day case,Ongoing,A1,,9,,1,,0,,0,,0,,,:,,:
37490,20251130,S08000025,,Inpatient/Day case,Ongoing,A1,,12,,1,,0,,0,,0,,,:,,:
37491,20240131,S08000025,,Inpatient/Day case,Ongoing,A1,,6,,1,,0,,0,,0,,,:,,:
37492,20250131,S08000025,,Inpatient/Day case,Ongoing,A1,,4,,2,,0,,0,,0,,,:,,:
37493,20240331,S08000025,,Inpatient/Day case,Ongoing,A1,,2,,0,,0,,0,,0,,,:,,:
37494,20250331,S08000025,,Inpatient/Day case,Ongoing,A1,,2,,1,,0,,0,,0,,,:,,:
37495,20240531,S08000025,,Inpatient/Day case,Ongoing,A1,,8,,0,,0,,0,,0,,,:,,:
37496,20250531,S08000025,,Inpatient/Day case,Ongoing,A1,,1,,0,,0,,0,,0,,,:,,:
37497,20240731,S08000025,,Inpatient/Day case,Ongoing,A1,,8,,2,,0,,0,,0,,,:,,:
37498,20250731,S08000025,,Inpatient/Day case,Ongoing,A1,,6,,0,,0,,0,,0,,,:,,:
37499,20240831,S08000025,,Inpatient/Day case,Ongoing,A1,,8,,1,,0,,0,,0,,,:,,:
37500,20250831,S08000025,,Inpatient/Day case,Ongoing,A1,,4,,0,,0,,0,,0,,,:,,:
37501,20241031,S08000025,,Inpatient/Day case,Ongoing,A1,,10,,1,,0,,0,,0,,,:,,:
37502,20251031,S08000025,,Inpatient/Day case,Ongoing,A1,,11,,0,,0,,0,,0,,,:,,:
37503,20231231,S08000025,,Inpatient/Day case,Ongoing,A1,,5,,0,,0,,0,,0,,,:,,:
37504,20241231,S08000025,,Inpatient/Day case,Ongoing,A1,,9,,1,,0,,0,,0,,,:,,:
37505,20240630,S08000025,,Inpatient/Day case,Ongoing,A2,,1,,0,,0,,0,,0,,,:,,:
37506,20250131,S08000025,,Inpatient/Day case,Ongoing,A2,,1,,0,,0,,0,,0,,,:,,:
37507,20231231,S08000025,,Inpatient/Day case,Ongoing,A2,,1,,0,,0,,0,,0,,,:,,:
37508,20250228,S08000025,,Inpatient/Day case,Ongoing,A7,,1,,0,,0,,0,,0,,,:,,:
37509,20250430,S08000025,,Inpatient/Day case,Ongoing,A7,,4,,0,,0,,0,,0,,,:,,:
37510,20250630,S08000025,,Inpatient/Day case,Ongoing,A7,,8,,1,,0,,0,,0,,,:,,:
37511,20240930,S08000025,,Inpatient/Day case,Ongoing,A7,,2,,0,,0,,0,,0,,,:,,:
37512,20250930,S08000025,,Inpatient/Day case,Ongoing,A7,,7,,0,,0,,0,,0,,,:,,:
37513,20241130,S08000025,,Inpatient/Day case,Ongoing,A7,,1,,0,,0,,0,,0,,,:,,:
37514,20251130,S08000025,,Inpatient/Day case,Ongoing,A7,,4,,1,,0,,0,,0,,,:,,:
37515,20250131,S08000025,,Inpatient/Day case,Ongoing,A7,,3,,0,,0,,0,,0,,,:,,:
37516,20250331,S08000025,,Inpatient/Day case,Ongoing,A7,,2,,0,,0,,0,,0,,,:,,:
37517,20250531,S08000025,,Inpatient/Day case,Ongoing,A7,,8,,1,,0,,0,,0,,,:,,:
37518,20250731,S08000025,,Inpatient/Day case,Ongoing,A7,,13,,1,,0,,0,,0,,,:,,:
37519,20250831,S08000025,,Inpatient/Day case,Ongoing,A7,,6,,0,,0,,0,,0,,,:,,:
37520,20241031,S08000025,,Inpatient/Day case,Ongoing,A7,,5,,0,,0,,0,,0,,,:,,:
37521,20251031,S08000025,,Inpatient/Day case,Ongoing,A7,,8,,2,,0,,0,,0,,,:,,:
37522,20241231,S08000025,,Inpatient/Day case,Ongoing,A7,,2,,0,,0,,0,,0,,,:,,:
37523,20250228,S08000025,,Inpatient/Day case,Ongoing,C1,,32,,3,,0,,0,,0,,11,,76.9,
37524,20240229,S08000025,,Inpatient/Day case,Ongoing,C1,,27,,1,,0,,0,,0,,38,,63.8,
37525,20240430,S08000025,,Inpatient/Day case,Ongoing,C1,,25,,4,,0,,0,,0,,23,,104.6,
37526,20250430,S08000025,,Inpatient/Day case,Ongoing,C1,,54,,1,,0,,0,,0,,18.5,,49.7,
37527,20240630,S08000025,,Inpatient/Day case,Ongoing,C1,,55,,4,,0,,0,,0,,19,,54,
37528,20250630,S08000025,,Inpatient/Day case,Ongoing,C1,,75,,3,,0,,0,,0,,25,,73.8,
37529,20240930,S08000025,,Inpatient/Day case,Ongoing,C1,,53,,7,,0,,0,,0,,33,,91,
37530,20250930,S08000025,,Inpatient/Day case,Ongoing,C1,,61,,7,,0,,0,,0,,34,,85,
37531,20231130,S08000025,,Inpatient/Day case,Ongoing,C1,,40,,7,,1,,0,,0,,31,,129,
37532,20241130,S08000025,,Inpatient/Day case,Ongoing,C1,,49,,3,,0,,0,,0,,17,,70,
37533,20251130,S08000025,,Inpatient/Day case,Ongoing,C1,,55,,3,,0,,0,,0,,23,,82.2,
37534,20240131,S08000025,,Inpatient/Day case,Ongoing,C1,,40,,5,,0,,0,,0,,23,,88.1,
37535,20250131,S08000025,,Inpatient/Day case,Ongoing,C1,,33,,6,,0,,0,,0,,43,,122.6,
37536,20240331,S08000025,,Inpatient/Day case,Ongoing,C1,,24,,2,,0,,0,,0,,25.5,,82.1,
37537,20250331,S08000025,,Inpatient/Day case,Ongoing,C1,,48,,2,,0,,0,,0,,14,,50.5,
37538,20240531,S08000025,,Inpatient/Day case,Ongoing,C1,,39,,3,,0,,0,,0,,8,,64.6,
37539,20250531,S08000025,,Inpatient/Day case,Ongoing,C1,,60,,2,,0,,0,,0,,26.5,,55.4,
37540,20240731,S08000025,,Inpatient/Day case,Ongoing,C1,,65,,3,,0,,0,,0,,30,,65,
37541,20250731,S08000025,,Inpatient/Day case,Ongoing,C1,,71,,4,,0,,0,,0,,27,,63,
37542,20240831,S08000025,,Inpatient/Day case,Ongoing,C1,,67,,4,,0,,0,,0,,33,,75,
37543,20250831,S08000025,,Inpatient/Day case,Ongoing,C1,,72,,1,,0,,0,,0,,28.5,,61.8,
37544,20241031,S08000025,,Inpatient/Day case,Ongoing,C1,,38,,8,,0,,0,,0,,29,,94,
37545,20251031,S08000025,,Inpatient/Day case,Ongoing,C1,,53,,5,,0,,0,,0,,29,,83.4,
37546,20231231,S08000025,,Inpatient/Day case,Ongoing,C1,,36,,5,,0,,0,,0,,31,,100,
37547,20241231,S08000025,,Inpatient/Day case,Ongoing,C1,,50,,5,,0,,0,,0,,28,,83.7,
37548,20250228,S08000025,,Inpatient/Day case,Ongoing,C13,,3,,0,,0,,0,,0,,,:,,:
37549,20240229,S08000025,,Inpatient/Day case,Ongoing,C13,,1,,0,,0,,0,,0,,,:,,:
37550,20240430,S08000025,,Inpatient/Day case,Ongoing,C13,,2,,0,,0,,0,,0,,,:,,:
37551,20250430,S08000025,,Inpatient/Day case,Ongoing,C13,,7,,0,,0,,0,,0,,,:,,:
37552,20240630,S08000025,,Inpatient/Day case,Ongoing,C13,,2,,0,,0,,0,,0,,,:,,:
37553,20250630,S08000025,,Inpatient/Day case,Ongoing,C13,,4,,1,,0,,0,,0,,,:,,:
37554,20250930,S08000025,,Inpatient/Day case,Ongoing,C13,,4,,0,,0,,0,,0,,,:,,:
37555,20241130,S08000025,,Inpatient/Day case,Ongoing,C13,,4,,0,,0,,0,,0,,,:,,:
37556,20251130,S08000025,,Inpatient/Day case,Ongoing,C13,,4,,4,,0,,0,,0,,,:,,:
37557,20250131,S08000025,,Inpatient/Day case,Ongoing,C13,,5,,0,,0,,0,,0,,,:,,:
37558,20250331,S08000025,,Inpatient/Day case,Ongoing,C13,,6,,0,,0,,0,,0,,,:,,:
37559,20240531,S08000025,,Inpatient/Day case,Ongoing,C13,,3,,0,,0,,0,,0,,,:,,:
37560,20250531,S08000025,,Inpatient/Day case,Ongoing,C13,,8,,2,,0,,0,,0,,,:,,:
37561,20240731,S08000025,,Inpatient/Day case,Ongoing,C13,,1,,1,,0,,0,,0,,,:,,:
37562,20250731,S08000025,,Inpatient/Day case,Ongoing,C13,,3,,2,,0,,0,,0,,,:,,:
37563,20240831,S08000025,,Inpatient/Day case,Ongoing,C13,,2,,1,,0,,0,,0,,,:,,:
37564,20250831,S08000025,,Inpatient/Day case,Ongoing,C13,,7,,2,,0,,0,,0,,,:,,:
37565,20251031,S08000025,,Inpatient/Day case,Ongoing,C13,,4,,0,,0,,0,,0,,,:,,:
37566,20241231,S08000025,,Inpatient/Day case,Ongoing,C13,,5,,0,,0,,0,,0,,,:,,:
37567,20240229,S08000025,,Inpatient/Day case,Ongoing,C3,,1,,0,,0,,0,,0,,,:,,:
37568,20240930,S08000025,,Inpatient/Day case,Ongoing,C3,,1,,0,,0,,0,,0,,,:,,:
37569,20240331,S08000025,,Inpatient/Day case,Ongoing,C3,,1,,0,,0,,0,,0,,,:,,:
37570,20250228,S08000025,,Inpatient/Day case,Ongoing,C31,,21,,15,,0,,0,,0,,91,,178,
37571,20240229,S08000025,,Inpatient/Day case,Ongoing,C31,,39,,27,,0,,0,,0,,91,,237.2,
37572,20240430,S08000025,,Inpatient/Day case,Ongoing,C31,,34,,21,,0,,0,,0,,152,,298,
37573,20250430,S08000025,,Inpatient/Day case,Ongoing,C31,,27,,8,,0,,0,,0,,55,,152,
37574,20240630,S08000025,,Inpatient/Day case,Ongoing,C31,,34,,34,,1,,0,,0,,213,,359,
37575,20250630,S08000025,,Inpatient/Day case,Ongoing,C31,,24,,15,,0,,0,,0,,111,,116,
37576,20240930,S08000025,,Inpatient/Day case,Ongoing,C31,,32,,18,,2,,0,,0,,213.5,,306,
37577,20250930,S08000025,,Inpatient/Day case,Ongoing,C31,,22,,14,,0,,0,,0,,102,,203,
37578,20231130,S08000025,,Inpatient/Day case,Ongoing,C31,,41,,26,,0,,0,,0,,146,,251,
37579,20241130,S08000025,,Inpatient/Day case,Ongoing,C31,,40,,23,,2,,0,,0,,88,,282,
37580,20251130,S08000025,,Inpatient/Day case,Ongoing,C31,,23,,0,,0,,0,,0,,37,,38,
37581,20240131,S08000025,,Inpatient/Day case,Ongoing,C31,,40,,21,,0,,0,,0,,138.5,,210,
37582,20250131,S08000025,,Inpatient/Day case,Ongoing,C31,,27,,10,,0,,0,,0,,64,,150,
37583,20240331,S08000025,,Inpatient/Day case,Ongoing,C31,,34,,21,,0,,0,,0,,122,,268,
37584,20250331,S08000025,,Inpatient/Day case,Ongoing,C31,,27,,4,,0,,0,,0,,25,,122,
37585,20240531,S08000025,,Inpatient/Day case,Ongoing,C31,,34,,32,,1,,0,,0,,183,,329,
37586,20250531,S08000025,,Inpatient/Day case,Ongoing,C31,,27,,21,,0,,0,,0,,86,,183,
37587,20240731,S08000025,,Inpatient/Day case,Ongoing,C31,,36,,31,,5,,0,,0,,243,,390,
37588,20250731,S08000025,,Inpatient/Day case,Ongoing,C31,,24,,15,,0,,0,,0,,142,,147,
37589,20240831,S08000025,,Inpatient/Day case,Ongoing,C31,,40,,29,,3,,0,,0,,191,,283.5,
37590,20250831,S08000025,,Inpatient/Day case,Ongoing,C31,,22,,5,,0,,0,,0,,72,,173,
37591,20241031,S08000025,,Inpatient/Day case,Ongoing,C31,,26,,13,,0,,0,,0,,83.5,,252,
37592,20251031,S08000025,,Inpatient/Day case,Ongoing,C31,,26,,5,,0,,0,,0,,11,,133,
37593,20231231,S08000025,,Inpatient/Day case,Ongoing,C31,,39,,21,,0,,0,,0,,108,,179,
37594,20241231,S08000025,,Inpatient/Day case,Ongoing,C31,,24,,8,,1,,0,,0,,33,,119,
37595,20250228,S08000025,,Inpatient/Day case,Ongoing,C5,,10,,5,,0,,0,,0,,,:,,:
37596,20240229,S08000025,,Inpatient/Day case,Ongoing,C5,,9,,0,,0,,0,,0,,,:,,:
37597,20240430,S08000025,,Inpatient/Day case,Ongoing,C5,,17,,3,,0,,0,,0,,,:,,:
37598,20250430,S08000025,,Inpatient/Day case,Ongoing,C5,,13,,7,,0,,0,,0,,,:,,:
37599,20240630,S08000025,,Inpatient/Day case,Ongoing,C5,,13,,8,,0,,0,,0,,,:,,:
37600,20250630,S08000025,,Inpatient/Day case,Ongoing,C5,,12,,7,,0,,0,,0,,,:,,:
37601,20240930,S08000025,,Inpatient/Day case,Ongoing,C5,,7,,3,,0,,0,,0,,,:,,:
37602,20250930,S08000025,,Inpatient/Day case,Ongoing,C5,,28,,3,,0,,0,,0,,37.5,,72.6,
37603,20231130,S08000025,,Inpatient/Day case,Ongoing,C5,,8,,4,,0,,0,,0,,,:,,:
37604,20241130,S08000025,,Inpatient/Day case,Ongoing,C5,,6,,2,,0,,0,,0,,,:,,:
37605,20251130,S08000025,,Inpatient/Day case,Ongoing,C5,,41,,12,,0,,0,,0,,30,,113,
37606,20240131,S08000025,,Inpatient/Day case,Ongoing,C5,,9,,0,,0,,0,,0,,,:,,:
37607,20250131,S08000025,,Inpatient/Day case,Ongoing,C5,,10,,5,,0,,0,,0,,,:,,:
37608,20240331,S08000025,,Inpatient/Day case,Ongoing,C5,,15,,0,,0,,0,,0,,,:,,:
37609,20250331,S08000025,,Inpatient/Day case,Ongoing,C5,,12,,3,,0,,0,,0,,,:,,:
37610,20240531,S08000025,,Inpatient/Day case,Ongoing,C5,,13,,0,,0,,0,,0,,,:,,:
